"","GSM2109575","GSM2109576","GSM2109577","GSM2109578","GSM2109579","GSM2109580","GSM2109581","GSM2109582","GSM2109583","GSM2109584","GSM2109585","GSM2109586","GSM2109587","GSM2109588","GSM2109589","GSM2109590"
"GOLGA3",309,306,468,150,371,362,487,488,593,1192,431,262,460,1371,1760,1763
"CHFR",136,100,146,77,149,137,216,255,304,598,197,119,142,726,1139,1003
"CHFR-DT",1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2
"ZNF605",236,219,213,88,129,122,282,200,119,75,146,17,268,297,212,340
"ZNF26",199,154,202,105,142,166,259,345,218,137,176,49,297,314,317,406
"ZNF84-DT",0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"ZNF84",534,457,392,204,248,313,494,463,421,194,310,39,514,576,458,504
"ZNF140",254,140,211,71,134,120,295,257,226,54,128,9,196,208,232,237
"ZNF891",66,62,56,25,46,42,93,53,66,39,33,11,67,84,121,117
"ZNF10",143,152,109,60,100,107,190,220,90,30,121,11,124,64,96,117
"ZNF268",397,336,288,121,175,152,313,191,177,84,107,29,262,237,165,239
"ANHX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM230C",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105379278",4,2,1,0,1,6,2,5,2,2,0,1,4,5,4,5
"LINC00417",18,1,1,1,2,1,1,15,19,1,0,1,4,3,7,5
"ANKRD20A9P",144,18,20,3,13,20,8,31,62,16,4,4,25,57,39,33
"LINC00408",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"LINC00442",200,161,184,1,0,0,0,0,1,0,0,0,1,0,1,0
"LOC107984132",249,128,187,0,0,0,1,0,1,0,0,1,1,0,4,0
"TUBA3C",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"LOC101928697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD26P3",1,0,0,1,1,1,0,2,0,1,0,0,0,0,1,7
"LINC00421",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TPTE2",15,9,7,5,3,3,6,4,6,2,5,1,10,13,11,13
"LINC00350",0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0
"MPHOSPH8",479,303,285,148,217,179,257,310,383,261,236,61,327,527,461,569
"PSPC1",789,762,574,283,307,285,342,348,662,505,324,79,589,1644,1251,1223
"ZMYM5",138,101,119,50,63,67,80,100,80,58,75,15,105,300,215,203
"ZMYM2",2333,1773,1554,704,961,685,1089,1280,1423,677,822,151,1644,3152,2109,2442
"LINC01072",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105370101",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"GJA3",3,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0
"LOC107984553",0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,4
"GJB2",524,154,167,18,11,269,182,44,33,5,8,4,50,32,39,211
"GJB6",1219,207,326,30,2,156,796,1,104,30,1,15,0,21,44,400
"LOC105370102",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRYL1",343,122,86,32,38,73,127,69,52,10,41,0,40,29,30,32
"MIR4499",2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC105370103",2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"IFT88",453,170,130,68,53,86,198,173,182,47,49,9,135,213,139,178
"IL17D",25,49,9,6,6,12,16,5,4,3,13,2,12,3,3,8
"EEF1AKMT1",32,35,20,10,11,22,22,35,22,9,15,1,38,31,26,25
"XPO4",736,618,472,265,343,303,410,580,505,265,504,61,798,1013,838,918
"LINC00367",3,4,8,2,3,3,5,2,7,5,3,1,7,19,12,13
"LATS2",277,87,115,29,26,36,71,30,49,4,54,2,50,16,37,15
"LOC105370104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAP18",327,135,189,38,74,70,56,102,118,46,83,22,110,166,158,152
"SKA3",19,9,32,28,8,1,14,17,55,56,7,1,31,184,153,153
"MRPL57",109,44,37,21,34,20,37,45,36,48,23,7,38,77,65,59
"LINC01046",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105370105",10,7,1,1,1,8,3,4,9,1,3,0,4,3,2,2
"LOC101928764",23,21,6,7,3,14,5,12,7,9,2,0,7,7,11,4
"MIPEPP3",36,44,9,7,14,14,14,12,19,11,12,5,17,15,26,21
"LINC00539",12,4,4,1,4,3,6,8,10,8,6,1,9,13,16,35
"GRK6P1",8,5,9,6,7,4,2,9,3,29,5,3,3,28,24,49
"ZDHHC20",694,356,338,196,265,149,287,179,310,198,258,66,554,983,617,603
"MICU2",495,353,273,102,227,158,179,234,210,88,128,15,309,311,290,270
"LOC107984582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGF9",28,12,7,0,1,2,1,2,3,0,0,0,3,0,5,0
"LINC00424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105370108",2,0,0,4,0,2,0,2,82,9,9,1,3,6,7,11
"LINC00540",3,0,0,0,0,1,0,0,26,0,3,0,0,0,2,1
"LOC107984599",0,0,0,0,0,0,0,0,18,0,2,0,1,0,0,0
"LINC00621",5,0,1,1,37,0,5,0,1,0,18,0,236,0,0,1
"LOC105370109",1,1,0,0,86,0,0,0,1,0,27,2,440,0,2,1
"BASP1P1",3,3,3,1,73,1,1,0,0,3,29,0,304,2,2,4
"LOC105370111",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105370112",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGCG",1,0,0,1,0,1,0,4,0,4,0,0,1,3,0,2
"LOC107984585",0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0
"SACS",293,189,366,252,251,136,240,472,336,218,373,53,441,1101,662,805
"SACS-AS1",0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0
"LINC00327",0,0,3,0,2,2,0,1,0,3,1,0,0,1,1,5
"TNFRSF19",119,90,163,68,410,74,272,55,187,24,211,4,286,58,45,67
"LOC105370114",9,9,35,6,37,6,27,10,23,0,27,1,42,7,12,10
"LOC105370113",99,83,29,10,9,6,15,31,63,0,17,2,19,17,19,15
"MIPEP",925,580,226,24,61,32,79,143,140,20,63,4,114,53,65,68
"PCOTH",173,131,56,1,0,0,14,2,24,0,1,0,0,1,0,1
"C1QTNF9B",731,484,232,6,1,1,49,1,100,1,1,0,0,0,0,1
"ANKRD20A19P",2566,2179,1072,28,3,3,296,8,679,3,0,2,1,1,3,3
"LOC105370115",354,269,106,3,0,0,14,0,56,0,0,1,2,0,4,1
"SPATA13",376,250,316,142,82,133,296,76,286,237,188,38,127,474,541,480
"MIR2276",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"SPATA13-AS1",1,0,5,4,0,2,1,1,3,2,2,1,0,6,10,9
"C1QTNF9",379,146,66,0,2,0,23,1,39,0,2,0,1,1,1,4
"LINC00566",0,0,0,0,2,0,0,0,1,0,1,0,16,0,0,0
"PARP4",475,480,542,234,591,320,384,505,403,300,684,60,1004,919,929,940
"LOC105370117",1,2,3,2,3,1,2,2,0,7,7,0,2,3,5,4
"LOC105370295",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101927375",0,0,1,0,1,0,1,0,1,0,0,0,2,2,3,0
"TPTE2P6",1,3,1,1,11,0,0,1,0,1,8,0,14,1,0,1
"LOC107984610",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ATP12A",1,5,1,3,223,8,1,2,1,0,159,0,395,1,3,3
"LOC105370118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF17",3,15,26,1,13,8,1,18,14,19,9,2,14,12,11,15
"LOC112268115",0,2,2,0,0,5,0,0,0,1,0,0,1,0,0,0
"CENPJ",38,61,48,25,42,48,20,51,81,72,46,9,48,219,158,189
"LOC107987187",0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,1
"TPTE2P1",2,8,4,2,3,25,1,10,6,3,5,1,16,3,9,5
"LOC105370119",2,0,2,0,0,0,0,1,0,0,0,1,1,1,2,0
"LOC105370120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PABPC3",30,40,65,34,55,37,22,42,32,35,57,13,88,114,106,114
"AMER2",1,5,3,0,0,1,34,0,4,0,0,0,0,1,5,2
"LINC00463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105370121",0,0,0,0,0,1,0,0,0,0,2,1,1,1,2,1
"MTMR6",284,164,207,94,121,105,240,184,228,128,141,29,302,532,392,438
"NUP58",286,268,219,91,199,153,201,223,249,131,181,21,292,513,301,401
"ATP8A2",38,28,56,6,40,282,343,198,77,18,42,0,41,36,65,37
"LOC105370122",2,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0
"SHISA2",58,85,136,10,64,940,151,796,223,8,84,5,126,71,72,62
"LINC00415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF6",140,120,149,76,164,84,111,135,134,63,136,19,253,407,257,295
"CDK8",130,108,99,59,84,59,67,102,82,55,104,8,155,194,142,136
"WASF3",20,20,72,2,39,26,4,101,16,4,30,2,59,8,14,9
"LOC107984597",1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"GPR12",0,2,0,2,1,1,9,3,0,0,2,0,7,0,1,0
"LOC105370124",2,2,2,0,1,0,1,0,5,2,2,0,1,4,1,5
"USP12",441,255,220,65,90,82,115,87,144,72,157,19,239,273,202,218
"USP12-AS1",10,2,4,1,4,4,2,1,3,5,5,0,9,15,7,6
"USP12-DT",0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0
"LINC02340",6,9,7,1,7,11,5,14,1,4,12,0,17,0,10,3
"LINC00412",16,20,12,7,8,10,3,19,9,13,4,2,27,12,10,6
"RPL21",722,268,162,115,146,99,383,263,289,104,289,17,281,324,290,230
"SNORD102",373,280,77,25,114,59,214,326,466,199,180,57,698,217,295,268
"SNORA27",2563,3010,4173,709,1313,1270,298,457,278,732,2937,174,1048,3296,695,1439
"RASL11A",32,17,19,4,10,0,4,2,0,0,1,0,7,4,2,5
"LOC105370126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTF3A",58,30,93,38,72,33,47,54,94,54,83,8,133,297,168,255
"MTIF3",191,152,119,80,104,89,90,126,188,131,129,29,157,339,314,345
"LNX2",376,209,173,65,219,100,191,136,123,70,199,13,305,178,183,172
"POLR1D",231,166,95,81,130,105,125,148,145,66,150,9,197,221,248,192
"LOC105370128",0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2
"LOC105370129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSX1",0,0,0,0,9,0,0,0,0,0,5,0,2,0,0,0
"PLUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"LOC105370130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDX1",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"LINC00543",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"CDX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"URAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LOC105370132",6,1,2,0,2,4,1,7,3,7,9,7,0,2,7,2
"FLT3",6,6,2,53,11,9,15,17,25,17,30,12,15,110,117,101
"PAN3",1043,758,583,366,641,410,495,527,816,371,409,94,798,1501,1144,1227
"PAN3-AS1",17,14,10,8,8,4,15,9,10,11,7,3,10,28,30,26
"FLT1",301,139,201,81,64,45,251,116,150,65,120,12,115,108,83,79
"LOC105370135",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"POMP",167,76,131,46,102,74,71,91,57,71,83,14,146,180,146,140
"SLC46A3",11,11,33,47,75,45,12,23,60,72,33,14,73,207,163,192
"MTUS2",0,0,0,0,9,8,0,19,0,3,1,0,17,0,2,15
"MTUS2-AS1",0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0
"SLC7A1",435,245,132,88,106,38,206,26,188,129,122,47,202,174,144,223
"LOC102723345",18,0,0,2,0,0,4,1,1,0,0,2,2,0,2,0
"LOC105370139",4,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0
"UBL3",705,380,350,97,237,161,443,295,333,95,200,39,413,433,372,378
"LINC00297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00544",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"LINC00365",0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0
"LINC00384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00385",3,0,2,0,0,1,10,13,3,12,1,0,2,1,4,0
"KATNAL1",180,206,240,131,57,129,600,296,392,177,95,16,128,819,464,497
"LOC102723381",19,21,14,18,0,5,50,16,39,24,8,1,9,114,47,50
"LINC00426",6,2,26,21,4,3,5,2,62,66,17,16,6,255,171,232
"LINC01058",0,1,2,0,0,2,8,8,13,2,3,0,1,11,11,7
"UBE2L5",4,2,7,2,1,6,8,5,4,1,0,1,2,8,7,5
"LOC107984577",2,0,7,2,2,0,17,14,12,0,0,0,0,4,9,7
"HMGB1",715,680,907,378,323,239,600,512,744,673,308,107,797,2408,1541,1432
"USPL1",237,174,209,96,140,107,164,239,169,87,146,20,255,333,220,322
"TRN-GTT2-4",1,1,0,2,0,0,0,0,0,6,0,4,0,1,14,11
"ALOX5AP",20,11,43,18,22,16,9,15,17,31,49,8,30,80,130,105
"LINC00398",0,1,0,0,2,1,9,1,1,0,3,0,0,0,1,2
"LINC00545",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TEX26-AS1",1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"MEDAG",1,0,23,3,10,3,25,9,1,1,35,3,47,2,10,10
"TEX26",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC105370145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC102723392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPH1",170,150,188,97,208,135,112,552,296,136,418,37,571,694,402,360
"LOC105370148",1,2,4,0,0,1,6,11,5,3,2,0,1,16,9,19
"B3GLCT",49,39,67,28,13,60,46,158,33,36,18,2,24,71,49,60
"LOC105370150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RXFP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105370152",2,2,0,1,2,1,8,5,1,1,8,0,9,2,3,4
"EEF1DP3",4,3,9,0,0,0,4,0,1,1,1,0,7,4,2,0
"FRY-AS1",6,6,2,1,0,12,6,0,1,5,6,3,4,12,13,21
"FRY",137,150,170,45,60,244,167,56,50,96,166,27,160,348,372,518
"ZAR1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BRCA2",89,57,104,83,47,55,48,77,199,94,39,21,128,458,350,406
"N4BP2L1",288,172,232,106,91,193,168,124,227,163,132,26,164,502,389,364
"N4BP2L2",1625,1116,1289,339,518,772,672,745,956,659,751,121,824,2176,1659,1505
"MICOS10P1",131,42,64,27,32,59,33,72,46,55,28,19,27,108,97,87
"N4BP2L2-IT2",603,303,325,125,154,249,229,397,388,229,224,33,223,619,539,560
"PDS5B-DT",1,3,0,0,0,0,0,1,1,0,0,0,3,5,0,0
"PDS5B",598,569,540,240,191,165,366,416,582,301,253,38,288,1183,879,908
"LINC00423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KL",45,77,38,25,1,3,73,1,31,2,9,0,10,12,21,11
"STARD13",266,209,123,24,53,91,223,219,81,12,24,4,46,34,47,37
"STARD13-AS",32,39,15,4,6,22,17,23,6,7,4,2,4,3,9,8
"LINC02344",34,25,20,1,5,7,19,14,12,0,0,0,2,1,0,3
"LOC112268116",6,2,2,0,1,1,6,23,0,0,1,2,0,0,3,6
"LOC102723406",10,1,5,1,12,36,3,151,3,4,10,1,12,3,22,15
"LOC107984551",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1
"RFC3",192,141,118,70,76,47,89,115,212,146,84,12,167,505,413,348
"LOC105370156",5,1,2,0,1,1,0,2,1,5,2,0,1,3,4,1
"LOC107984589",6,3,0,1,0,1,3,0,2,0,3,0,5,0,2,5
"LINC02343",0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2
"LINC00457",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"LOC105370159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107987189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBEA",328,479,357,108,283,275,62,298,319,171,247,35,339,843,743,778
"MAB21L1",14,11,10,3,6,8,0,4,4,8,5,2,9,31,30,23
"LOC105370161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCLK1",16,17,186,41,35,25,26,53,16,18,16,11,63,59,62,56
"LOC105370163",1,2,6,2,0,1,3,4,0,5,1,0,2,4,0,1
"LOC107984604",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"CCDC169-SOHLH2",0,0,0,0,2,0,0,1,0,0,0,0,3,1,1,0
"SOHLH2",0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0
"CCDC169",2,0,1,1,5,0,1,2,2,0,0,0,1,2,2,0
"SPART",244,224,329,57,141,161,19,217,173,46,156,16,170,130,131,143
"SPART-AS1",6,2,1,0,1,1,0,0,3,0,3,2,0,0,1,0
"CCNA1",5,1,9,0,21,0,3,0,3,0,27,0,14,1,0,1
"LOC102723490",1,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0
"SERTM1",14,0,39,0,0,0,0,0,4,0,0,1,0,0,0,0
"RFXAP",62,29,67,38,36,28,48,41,66,39,52,7,40,158,99,95
"SMAD9",125,55,656,17,37,50,29,33,71,25,26,6,19,85,44,65
"ALG5",102,111,90,42,54,40,50,53,54,15,38,8,107,164,99,96
"EXOSC8",64,44,59,36,35,43,40,46,74,27,39,12,56,173,129,151
"SUPT20H",344,282,253,154,177,172,192,267,319,185,197,46,216,533,507,463
"LOC105370165",12,11,10,6,8,2,2,9,9,6,7,0,4,27,19,15
"CSNK1A1L",8,5,2,4,6,3,12,16,10,1,12,0,7,9,10,10
"LOC105377814",2,6,8,3,3,0,3,1,13,0,2,0,7,1,0,0
"LINC01048",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"LINC00547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POSTN",4,49,46,19,244,147,309,152,6,8,241,5,1329,53,77,52
"TRPC4",1,0,2,0,58,1,6,2,2,1,39,0,353,0,0,0
"LINC02334",12,8,7,1,24,4,2,7,15,0,7,1,27,4,6,3
"LINC00571",20,2,9,1,18,1,3,12,6,4,3,1,38,0,1,5
"UFM1",446,313,233,151,236,96,209,153,275,116,198,17,520,422,282,234
"LINC00437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105370167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00366",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FREM2",129,24,400,3,1,46,21,50,135,10,0,2,2,57,6,68
"FREM2-AS1",0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"STOML3",0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0
"PROSER1",155,107,127,69,160,113,55,133,136,163,112,38,157,347,333,411
"NHLRC3",266,216,186,85,125,120,146,163,230,70,124,17,171,219,192,168
"LOC105370169",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"LOC105370168",1,0,0,0,1,0,1,3,1,1,5,1,0,0,0,4
"LOC107984579",0,0,1,0,0,0,0,1,0,2,5,0,1,2,1,1
"LOC107984580",19,0,3,0,2,3,1,7,3,2,7,0,9,1,5,1
"LHFPL6",138,31,138,20,98,53,76,214,59,24,283,18,155,58,84,52
"LOC105370170",62,25,29,8,80,35,41,63,20,2,94,10,97,14,15,14
"COG6",357,166,180,80,117,170,103,177,143,45,112,10,116,211,147,146
"MIR4305",0,0,3,0,2,2,0,3,1,1,0,0,2,4,5,3
"LOC105370171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984569",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC00332",3,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0
"LINC00548",3,0,8,0,0,2,1,0,2,1,1,0,2,2,0,1
"LINC00598",14,5,8,3,7,9,6,8,7,4,9,1,7,3,11,4
"FOXO1",894,465,405,182,363,309,315,465,399,267,534,124,719,296,395,385
"MIR320D1",1,1,3,0,0,0,0,2,0,0,1,0,0,0,1,2
"MRPS31",102,93,59,32,59,38,55,75,81,32,52,7,83,133,124,132
"SLC25A15",71,55,61,19,29,27,42,52,47,33,29,8,52,90,116,111
"TPTE2P5",41,40,43,16,18,15,20,21,25,22,17,3,27,48,50,40
"MIR621",2,1,1,0,2,2,2,3,3,2,1,1,3,3,4,2
"SUGT1P3",45,55,37,16,26,12,22,16,32,35,28,2,18,62,43,57
"ELF1",612,355,314,209,440,380,250,251,579,578,414,98,588,2132,1515,1557
"TRE-TTC1-2",1,7,27,4,11,6,1,9,2,77,3,171,12,10,20,13
"WBP4",138,99,96,38,35,48,77,80,74,43,49,5,70,161,112,113
"MIR3168",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"KBTBD6",310,240,188,69,95,78,193,125,236,72,84,11,94,140,136,120
"LOC101929140",17,9,8,8,6,2,3,22,21,2,6,0,4,24,14,20
"KBTBD7",312,166,131,61,92,77,141,93,110,58,59,7,91,183,162,161
"MTRF1",68,101,82,51,68,71,67,83,131,76,96,7,117,277,182,198
"LOC105370173",3,1,3,0,0,1,1,3,4,2,1,0,0,7,1,6
"NAA16",551,428,351,120,113,156,263,162,386,220,119,45,209,690,448,447
"OR7E37P",2,3,4,1,1,3,4,3,2,2,1,0,1,2,1,1
"RGCC",66,21,109,37,19,17,120,38,87,72,24,12,57,171,254,252
"LOC105370174",21,22,19,8,12,16,9,42,15,10,10,0,15,33,30,26
"LOC105370175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VWA8",318,316,396,125,201,312,236,567,303,155,286,37,333,482,460,473
"MIR5006",1,0,4,0,2,2,0,1,2,0,0,0,2,2,2,3
"VWA8-AS1",4,3,1,1,0,0,0,8,1,0,0,0,1,1,0,0
"LOC105370176",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"DGKH",588,282,310,175,261,163,460,317,288,342,372,53,428,1183,819,836
"AKAP11",1221,1038,1160,394,775,625,675,776,682,410,764,84,1170,1220,1163,1408
"LINC02341",2,0,4,0,0,0,0,0,0,0,2,0,5,2,3,0
"TNFSF11",0,0,0,15,2,0,0,0,4,0,10,0,5,13,7,16
"FAM216B",0,0,0,5,0,0,0,0,0,0,4,0,1,0,4,3
"LOC107984611",0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"LINC01050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00428",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EPSTI1",52,60,84,74,53,146,31,46,54,129,247,62,162,384,893,514
"LOC105370178",0,6,3,3,2,10,3,1,7,16,17,7,10,20,57,24
"LOC105370179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNAJC15",97,116,151,72,36,62,61,96,93,83,48,7,120,199,150,203
"LINC00400",1,2,2,0,0,0,1,2,3,0,0,0,2,2,3,4
"ENOX1",22,15,27,7,27,108,12,211,17,30,22,3,83,96,107,48
"ENOX1-AS2",0,0,0,2,1,9,0,1,0,0,2,0,6,1,10,0
"LOC105370181",2,4,8,0,3,2,0,12,1,0,6,0,3,4,6,6
"CCDC122",74,36,57,10,32,28,25,44,50,3,38,1,65,28,37,13
"LACC1",138,137,192,50,136,88,51,121,88,33,104,3,265,113,107,77
"LOC107984576",15,16,16,3,10,44,6,113,10,0,6,0,7,7,2,4
"LOC105370182",34,50,50,10,14,224,17,574,22,6,13,2,42,25,19,17
"NRAD1",18,8,5,3,1,102,4,243,6,1,2,0,14,4,1,6
"LINC00390",2,4,25,0,0,1,1,4,2,0,0,1,8,0,5,0
"SMIM2-AS1",5,6,13,3,2,8,6,15,10,0,1,0,6,2,1,6
"SMIM2",10,12,33,3,1,13,4,24,15,2,2,0,24,2,14,2
"SMIM2-IT1",2,0,1,0,0,2,2,5,3,0,0,0,5,0,0,1
"LOC107984601",13,19,25,4,0,18,17,12,20,1,0,0,27,7,6,8
"MIR8079",0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0
"LOC107984552",39,40,109,4,2,47,38,12,42,2,12,1,109,2,15,10
"LOC105370297",59,45,122,9,3,30,93,59,56,8,12,8,124,34,38,20
"SERP2",31,39,86,3,18,23,45,32,42,10,21,0,95,44,33,29
"TUSC8",7,5,30,0,3,22,8,93,18,5,4,1,47,10,6,14
"TSC22D1",3953,3688,4722,1516,2396,1634,2573,4319,1639,640,1431,153,2815,2026,2152,1751
"TSC22D1-AS1",10,14,31,4,12,16,7,18,8,6,7,2,11,22,22,29
"LINC00407",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"LOC105370185",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"LINC00330",0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0
"LOC105370187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRE-TTC2-1",20,145,486,52,102,703,128,1605,289,424,243,2857,302,116,529,383
"NUFIP1",38,35,33,11,22,14,41,22,35,20,18,2,21,23,43,37
"GPALPP1",364,232,218,67,96,90,158,174,221,112,102,23,160,280,282,250
"LOC105370188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107984596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101929259",0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
"GTF2F2",127,75,68,52,85,74,56,88,87,68,71,4,111,200,163,141
"KCTD4",19,24,20,8,10,11,9,4,22,12,24,2,21,57,26,14
"LOC105370190",1,3,6,2,4,7,3,5,4,0,2,0,0,8,10,5
"TPT1",7766,6832,7406,2754,3198,4440,4841,5410,2917,2061,8952,490,4825,9356,6829,6126
"SNORA31B",1077,819,297,236,125,784,900,532,1063,111,1810,39,354,424,322,432
"SNORA31",3679,1994,1514,291,886,1630,3365,6090,766,1336,10257,960,4524,3913,4569,3966
"TPT1-AS1",89,81,78,31,35,37,81,53,68,54,44,11,34,92,83,150
"SLC25A30",160,87,142,45,28,35,140,55,95,21,44,14,44,64,90,56
"SLC25A30-AS1",3,1,1,1,0,1,3,0,1,1,0,0,1,1,1,0
"COG3",396,237,281,120,154,119,187,181,316,95,186,27,136,396,259,329
"ERICH6B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC01055",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
"CBY2",2,5,3,0,1,0,1,0,3,2,0,0,2,0,0,0
"SIAH3",2,1,1,0,4,1,5,0,3,6,1,4,1,9,9,15
"LOC105370191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZC3H13",636,503,700,238,269,258,362,373,605,517,278,151,413,1073,791,896
"CPB2-AS1",22,14,7,2,1,1,1,6,17,1,0,0,0,8,0,11
"CPB2",11,5,9,0,0,0,7,5,12,0,1,5,0,8,4,6
